Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1491944400.0 136.753 NA 213 465 0 NA NA NA NA NA 309 567 0 NA NA NA NA NA 6535 16158 702 NA NA NA NA NA 2056 4976 710 NA NA NA NA
1491944400.0 136.754 NA 221 473 0 NA NA NA NA NA 322 567 0 NA NA NA NA NA 5704 12764 683 NA NA NA NA NA 1837 4435 691 NA NA NA NA
1491944400.0 136.756 NA 205 456 0 NA NA NA NA NA 302 544 0 NA NA NA NA NA 4228 10573 552 NA NA NA NA NA 1528 3481 559 NA NA NA NA
1491944400.0 136.757 NA 207 478 0 NA NA NA NA NA 310 570 0 NA NA NA NA NA 6548 15524 732 NA NA NA NA NA 1933 4667 750 NA NA NA NA
1491944400.0 136.758 NA 213 471 0 NA NA NA NA NA 324 592 0 NA NA NA NA NA 9821 19716 729 NA NA NA NA NA 3094 6684 736 NA NA NA NA
1491944400.0 136.759 NA 217 485 0 NA NA NA NA NA 330 611 0 NA NA NA NA NA 9258 22677 764 NA NA NA NA NA 2769 7707 813 NA NA NA NA
1491944400.0 136.76 NA 220 488 0 NA NA NA NA NA 346 602 0 NA NA NA NA NA 10533 22563 677 NA NA NA NA NA 2919 6745 696 NA NA NA NA
1491944400.0 136.761 NA 230 490 0 NA NA NA NA NA 330 608 0 NA NA NA NA NA 11871 26290 676 NA NA NA NA NA 3450 7641 684 NA NA NA NA
1491944400.0 136.762 NA 239 519 0 NA NA NA NA NA 376 645 0 NA NA NA NA NA 12712 29226 649 NA NA NA NA NA 3514 8315 659 NA NA NA NA
1491944400.0 136.763 NA 217 483 0 NA NA NA NA NA 340 602 0 NA NA NA NA NA 10339 22369 694 NA NA NA NA NA 3257 6499 712 NA NA NA NA
1491944400.0 136.764 NA 231 484 0 NA NA NA NA NA 332 598 0 NA NA NA NA NA 11575 21478 683 NA NA NA NA NA 3769 6798 720 NA NA NA NA
1491944400.0 136.766 NA 229 454 0 NA NA NA NA NA 340 596 0 NA NA NA NA NA 9959 24297 784 NA NA NA NA NA 2962 7282 806 NA NA NA NA
1491944400.0 136.767 NA 215 463 0 NA NA NA NA NA 306 575 0 NA NA NA NA NA 4666 16084 661 NA NA NA NA NA 1733 5153 680 NA NA NA NA
1491944400.0 136.768 NA 213 480 0 NA NA NA NA NA 321 590 0 NA NA NA NA NA 8871 21820 761 NA NA NA NA NA 2727 6407 784 NA NA NA NA
1491944400.0 136.769 NA 202 468 0 NA NA NA NA NA 314 558 0 NA NA NA NA NA 5645 13703 654 NA NA NA NA NA 1806 4640 661 NA NA NA NA
1491944400.0 136.77 NA 211 478 0 NA NA NA NA NA 309 578 0 NA NA NA NA NA 6711 15582 682 NA NA NA NA NA 1962 4745 690 NA NA NA NA
1491944400.0 136.771 NA 217 464 0 NA NA NA NA NA 310 558 0 NA NA NA NA NA 6150 14011 673 NA NA NA NA NA 1898 4445 697 NA NA NA NA
1491944400.0 136.773 NA 212 479 0 NA NA NA NA NA 318 587 0 NA NA NA NA NA 7647 15715 703 NA NA NA NA NA 2376 4940 711 NA NA NA NA
1491944400.0 136.774 NA 211 471 0 NA NA NA NA NA 311 561 0 NA NA NA NA NA 7779 15955 748 NA NA NA NA NA 2319 4796 805 NA NA NA NA
1491944400.0 136.775 NA 214 458 0 NA NA NA NA NA 309 560 0 NA NA NA NA NA 6177 13772 650 NA NA NA NA NA 2176 4715 659 NA NA NA NA
1491944400.0 136.776 NA 207 458 0 NA NA NA NA NA 296 549 0 NA NA NA NA NA 5109 12625 679 NA NA NA NA NA 1662 4252 690 NA NA NA NA
